create table compositetest (id int, name char(10), value float, category char(5));
insert into compositetest values (46153, 'qeIuH', 955.96, 'cat3');
insert into compositetest values (46154, 'EpWTs', 352.92, 'cat4');
insert into compositetest values (46155, 'lqIzn', 449.94, 'cat5');
insert into compositetest values (46156, 'aHUVa', 956.66, 'cat6');
insert into compositetest values (46157, 'SLfRu', 386.0, 'cat7');
insert into compositetest values (46158, 'wwqqk', 113.69, 'cat8');
insert into compositetest values (46159, 'gpGXe', 504.32, 'cat9');
insert into compositetest values (46160, 'qYsPZ', 98.52, 'cat0');
insert into compositetest values (46161, 'JdhaT', 753.71, 'cat1');
insert into compositetest values (46162, 'gtZAo', 520.98, 'cat2');
insert into compositetest values (46163, 'yrMhL', 260.06, 'cat3');
insert into compositetest values (46164, 'PvxQF', 933.81, 'cat4');
insert into compositetest values (46165, 'wpDGe', 964.94, 'cat5');
insert into compositetest values (46166, 'JbZqV', 55.51, 'cat6');
insert into compositetest values (46167, 'Ginyd', 584.4, 'cat7');
insert into compositetest values (46168, 'iVAKG', 46.56, 'cat8');
insert into compositetest values (46169, 'WFPmM', 216.54, 'cat9');
insert into compositetest values (46170, 'GWnjk', 628.13, 'cat0');
insert into compositetest values (46171, 'Zluih', 198.93, 'cat1');
insert into compositetest values (46172, 'mhtYX', 813.45, 'cat2');
insert into compositetest values (46173, 'oPeVB', 440.58, 'cat3');
insert into compositetest values (46174, 'zzizI', 913.65, 'cat4');
insert into compositetest values (46175, 'rwYhc', 444.15, 'cat5');
insert into compositetest values (46176, 'MjBgk', 126.33, 'cat6');
insert into compositetest values (46177, 'MZWmw', 768.05, 'cat7');
insert into compositetest values (46178, 'fFbBX', 250.2, 'cat8');
insert into compositetest values (46179, 'GxeYB', 540.59, 'cat9');
insert into compositetest values (46180, 'yJZJT', 610.21, 'cat0');
insert into compositetest values (46181, 'bpGRF', 253.85, 'cat1');
insert into compositetest values (46182, 'OyeVg', 603.99, 'cat2');
insert into compositetest values (46183, 'itRGQ', 929.29, 'cat3');
insert into compositetest values (46184, 'sbAls', 461.22, 'cat4');
insert into compositetest values (46185, 'AmLCN', 813.92, 'cat5');
insert into compositetest values (46186, 'daVQv', 96.67, 'cat6');
insert into compositetest values (46187, 'bgwhM', 337.65, 'cat7');
insert into compositetest values (46188, 'VgbrX', 856.27, 'cat8');
insert into compositetest values (46189, 'mFTlp', 217.12, 'cat9');
insert into compositetest values (46190, 'ySDMK', 312.1, 'cat0');
insert into compositetest values (46191, 'clvwe', 860.91, 'cat1');
insert into compositetest values (46192, 'ZOZmT', 778.42, 'cat2');
insert into compositetest values (46193, 'KWSMr', 539.13, 'cat3');
insert into compositetest values (46194, 'kFMvX', 870.68, 'cat4');
insert into compositetest values (46195, 'WgVRO', 562.86, 'cat5');
insert into compositetest values (46196, 'mOZmW', 563.75, 'cat6');
insert into compositetest values (46197, 'WMSKF', 905.32, 'cat7');
insert into compositetest values (46198, 'jWOpa', 602.09, 'cat8');
insert into compositetest values (46199, 'xIkWS', 333.34, 'cat9');
insert into compositetest values (46200, 'ebUiB', 682.14, 'cat0');
insert into compositetest values (46201, 'bHPcJ', 776.02, 'cat1');
insert into compositetest values (46202, 'fICnB', 266.16, 'cat2');
insert into compositetest values (46203, 'ppSfp', 738.72, 'cat3');
insert into compositetest values (46204, 'YJJbt', 874.65, 'cat4');
insert into compositetest values (46205, 'SHyzD', 436.75, 'cat5');
insert into compositetest values (46206, 'FZyxJ', 724.09, 'cat6');
insert into compositetest values (46207, 'nZfeE', 677.94, 'cat7');
insert into compositetest values (46208, 'sNNFj', 113.02, 'cat8');
insert into compositetest values (46209, 'qfJle', 521.19, 'cat9');
insert into compositetest values (46210, 'cSxQA', 986.9, 'cat0');
insert into compositetest values (46211, 'YkFiB', 290.79, 'cat1');
insert into compositetest values (46212, 'uVntP', 638.47, 'cat2');
insert into compositetest values (46213, 'IbMCi', 862.44, 'cat3');
insert into compositetest values (46214, 'BKkSu', 142.63, 'cat4');
insert into compositetest values (46215, 'VlbJe', 680.21, 'cat5');
insert into compositetest values (46216, 'OeiKn', 842.21, 'cat6');
insert into compositetest values (46217, 'evKQm', 863.23, 'cat7');
insert into compositetest values (46218, 'BvkDW', 886.89, 'cat8');
insert into compositetest values (46219, 'POvgq', 121.58, 'cat9');
insert into compositetest values (46220, 'sMNeL', 755.54, 'cat0');
insert into compositetest values (46221, 'OhUoq', 491.42, 'cat1');
insert into compositetest values (46222, 'xTdhq', 758.04, 'cat2');
insert into compositetest values (46223, 'moOXL', 936.68, 'cat3');
insert into compositetest values (46224, 'ztBAm', 260.65, 'cat4');
insert into compositetest values (46225, 'hWLGE', 648.05, 'cat5');
insert into compositetest values (46226, 'tqBHE', 201.81, 'cat6');
insert into compositetest values (46227, 'pHCCj', 552.44, 'cat7');
insert into compositetest values (46228, 'YPMYA', 853.18, 'cat8');
insert into compositetest values (46229, 'gvTVr', 572.05, 'cat9');
insert into compositetest values (46230, 'SmkzW', 263.78, 'cat0');
insert into compositetest values (46231, 'yibdr', 520.26, 'cat1');
insert into compositetest values (46232, 'wGhdn', 570.76, 'cat2');
insert into compositetest values (46233, 'CWduZ', 349.04, 'cat3');
insert into compositetest values (46234, 'aDLhk', 369.89, 'cat4');
insert into compositetest values (46235, 'wGsaD', 837.63, 'cat5');
insert into compositetest values (46236, 'PyUMC', 93.95, 'cat6');
insert into compositetest values (46237, 'dowFP', 144.44, 'cat7');
insert into compositetest values (46238, 'rajIi', 936.61, 'cat8');
insert into compositetest values (46239, 'HTaJo', 883.22, 'cat9');
insert into compositetest values (46240, 'wOzHn', 416.05, 'cat0');
insert into compositetest values (46241, 'FffjO', 472.13, 'cat1');
insert into compositetest values (46242, 'Yitnl', 22.12, 'cat2');
insert into compositetest values (46243, 'tysPv', 415.0, 'cat3');
insert into compositetest values (46244, 'uXgzC', 472.72, 'cat4');
insert into compositetest values (46245, 'xmgrn', 966.89, 'cat5');
insert into compositetest values (46246, 'GZtXo', 634.41, 'cat6');
insert into compositetest values (46247, 'xIuii', 420.28, 'cat7');
insert into compositetest values (46248, 'kVJmI', 912.11, 'cat8');
insert into compositetest values (46249, 'YLSqO', 248.99, 'cat9');
insert into compositetest values (46250, 'FMpVJ', 84.39, 'cat0');
insert into compositetest values (46251, 'BftYj', 94.81, 'cat1');
insert into compositetest values (46252, 'ALezK', 492.21, 'cat2');
insert into compositetest values (46253, 'pCmje', 407.2, 'cat3');
insert into compositetest values (46254, 'uIDkw', 32.37, 'cat4');
insert into compositetest values (46255, 'Xfxeg', 190.19, 'cat5');
insert into compositetest values (46256, 'KahjR', 402.69, 'cat6');
insert into compositetest values (46257, 'oAZrx', 943.65, 'cat7');
insert into compositetest values (46258, 'cImQG', 656.1, 'cat8');
insert into compositetest values (46259, 'giSgX', 678.28, 'cat9');
insert into compositetest values (46260, 'ejtpo', 344.15, 'cat0');
insert into compositetest values (46261, 'eeihS', 555.89, 'cat1');
insert into compositetest values (46262, 'pIfep', 396.58, 'cat2');
insert into compositetest values (46263, 'RwAfI', 612.53, 'cat3');
insert into compositetest values (46264, 'HPjRy', 54.19, 'cat4');
insert into compositetest values (46265, 'WuUZc', 657.1, 'cat5');
insert into compositetest values (46266, 'xunwi', 509.24, 'cat6');
insert into compositetest values (46267, 'rzUae', 696.97, 'cat7');
insert into compositetest values (46268, 'jEktf', 127.52, 'cat8');
insert into compositetest values (46269, 'RZAmq', 964.01, 'cat9');
insert into compositetest values (46270, 'LWgPF', 426.45, 'cat0');
insert into compositetest values (46271, 'vbmBf', 355.46, 'cat1');
insert into compositetest values (46272, 'hHSRe', 750.45, 'cat2');
insert into compositetest values (46273, 'Yltkk', 569.33, 'cat3');
insert into compositetest values (46274, 'ezsSj', 497.55, 'cat4');
insert into compositetest values (46275, 'bNfnw', 711.22, 'cat5');
insert into compositetest values (46276, 'TWGAa', 56.17, 'cat6');
insert into compositetest values (46277, 'emtjG', 190.65, 'cat7');
insert into compositetest values (46278, 'tECbv', 444.85, 'cat8');
insert into compositetest values (46279, 'jPzev', 391.0, 'cat9');
insert into compositetest values (46280, 'VyJzS', 817.43, 'cat0');
insert into compositetest values (46281, 'rAJRK', 59.76, 'cat1');
insert into compositetest values (46282, 'UkuKq', 19.23, 'cat2');
insert into compositetest values (46283, 'svBEn', 381.43, 'cat3');
insert into compositetest values (46284, 'sgnOB', 706.05, 'cat4');
insert into compositetest values (46285, 'Ywsro', 440.8, 'cat5');
insert into compositetest values (46286, 'YuwId', 81.98, 'cat6');
insert into compositetest values (46287, 'LVhwK', 723.79, 'cat7');
insert into compositetest values (46288, 'RMxYe', 402.59, 'cat8');
insert into compositetest values (46289, 'zINqN', 377.38, 'cat9');
insert into compositetest values (46290, 'rDZDj', 561.37, 'cat0');
insert into compositetest values (46291, 'phxHa', 540.63, 'cat1');
insert into compositetest values (46292, 'vUssI', 132.52, 'cat2');
insert into compositetest values (46293, 'RsJQp', 556.33, 'cat3');
insert into compositetest values (46294, 'vWVJL', 570.79, 'cat4');
insert into compositetest values (46295, 'srSHA', 552.54, 'cat5');
insert into compositetest values (46296, 'cyQkJ', 162.72, 'cat6');
insert into compositetest values (46297, 'QZFdG', 14.9, 'cat7');
insert into compositetest values (46298, 'gasAD', 347.83, 'cat8');
insert into compositetest values (46299, 'oOJWt', 507.36, 'cat9');
insert into compositetest values (46300, 'dMYYo', 293.65, 'cat0');
insert into compositetest values (46301, 'ctNXJ', 541.17, 'cat1');
insert into compositetest values (46302, 'TFPNE', 688.3, 'cat2');
insert into compositetest values (46303, 'sdKMH', 27.99, 'cat3');
insert into compositetest values (46304, 'NMzJZ', 835.78, 'cat4');
insert into compositetest values (46305, 'jVlJH', 764.08, 'cat5');
insert into compositetest values (46306, 'CLLml', 228.7, 'cat6');
insert into compositetest values (46307, 'XZRoA', 558.83, 'cat7');
insert into compositetest values (46308, 'DxmXJ', 668.24, 'cat8');
insert into compositetest values (46309, 'YCAKn', 867.09, 'cat9');
insert into compositetest values (46310, 'yUlVx', 138.83, 'cat0');
insert into compositetest values (46311, 'oWYqQ', 354.99, 'cat1');
insert into compositetest values (46312, 'rtsxC', 655.14, 'cat2');
insert into compositetest values (46313, 'ThguE', 870.17, 'cat3');
insert into compositetest values (46314, 'MNMhA', 551.53, 'cat4');
insert into compositetest values (46315, 'rroYs', 657.69, 'cat5');
insert into compositetest values (46316, 'amcTY', 467.55, 'cat6');
insert into compositetest values (46317, 'axWdG', 153.52, 'cat7');
insert into compositetest values (46318, 'pTygo', 65.13, 'cat8');
insert into compositetest values (46319, 'cZhuw', 934.62, 'cat9');
insert into compositetest values (46320, 'KtMnS', 311.66, 'cat0');
insert into compositetest values (46321, 'pVwOX', 405.82, 'cat1');
insert into compositetest values (46322, 'FhjjM', 119.78, 'cat2');
insert into compositetest values (46323, 'pkZiB', 623.57, 'cat3');
insert into compositetest values (46324, 'MhEHI', 744.79, 'cat4');
insert into compositetest values (46325, 'SdLDO', 211.79, 'cat5');
insert into compositetest values (46326, 'eDdUF', 705.02, 'cat6');
insert into compositetest values (46327, 'MwiGM', 59.4, 'cat7');
insert into compositetest values (46328, 'DKpps', 872.76, 'cat8');
insert into compositetest values (46329, 'bvydH', 277.85, 'cat9');
insert into compositetest values (46330, 'HIFAY', 389.61, 'cat0');
insert into compositetest values (46331, 'svWuq', 857.17, 'cat1');
insert into compositetest values (46332, 'SmcqC', 125.65, 'cat2');
insert into compositetest values (46333, 'yuwIo', 210.69, 'cat3');
insert into compositetest values (46334, 'ZAEqP', 884.72, 'cat4');
insert into compositetest values (46335, 'IeKiu', 544.86, 'cat5');
insert into compositetest values (46336, 'WVtNQ', 869.94, 'cat6');
insert into compositetest values (46337, 'BatEh', 25.77, 'cat7');
insert into compositetest values (46338, 'XtqMi', 256.95, 'cat8');
insert into compositetest values (46339, 'aSiJs', 813.5, 'cat9');
insert into compositetest values (46340, 'XtWPJ', 645.6, 'cat0');
insert into compositetest values (46341, 'DEkEW', 461.39, 'cat1');
insert into compositetest values (46342, 'rmtjw', 264.7, 'cat2');
insert into compositetest values (46343, 'dVmxP', 965.16, 'cat3');
insert into compositetest values (46344, 'abEvU', 259.71, 'cat4');
insert into compositetest values (46345, 'RUrkI', 526.69, 'cat5');
insert into compositetest values (46346, 'BQAyt', 479.29, 'cat6');
insert into compositetest values (46347, 'zPsCL', 377.15, 'cat7');
insert into compositetest values (46348, 'LaxwG', 103.18, 'cat8');
insert into compositetest values (46349, 'sQkPb', 124.83, 'cat9');
insert into compositetest values (46350, 'CJUxz', 421.64, 'cat0');
insert into compositetest values (46351, 'guaZv', 552.18, 'cat1');
insert into compositetest values (46352, 'YKtla', 156.73, 'cat2');
insert into compositetest values (46353, 'BTTgi', 127.23, 'cat3');
insert into compositetest values (46354, 'GRWtY', 861.63, 'cat4');
insert into compositetest values (46355, 'huPZi', 64.19, 'cat5');
insert into compositetest values (46356, 'vGzPc', 854.0, 'cat6');
insert into compositetest values (46357, 'vsxwZ', 146.47, 'cat7');
insert into compositetest values (46358, 'srrQs', 876.45, 'cat8');
insert into compositetest values (46359, 'CzNsU', 969.15, 'cat9');
insert into compositetest values (46360, 'bnSFS', 374.23, 'cat0');
insert into compositetest values (46361, 'NLxZB', 896.29, 'cat1');
insert into compositetest values (46362, 'QIDTc', 878.88, 'cat2');
insert into compositetest values (46363, 'JmDzR', 774.08, 'cat3');
insert into compositetest values (46364, 'oNaCs', 482.58, 'cat4');
insert into compositetest values (46365, 'nfhvb', 517.91, 'cat5');
insert into compositetest values (46366, 'xfuIA', 546.58, 'cat6');
insert into compositetest values (46367, 'uqtZY', 157.47, 'cat7');
insert into compositetest values (46368, 'ogckO', 719.29, 'cat8');
insert into compositetest values (46369, 'oUElO', 329.87, 'cat9');
insert into compositetest values (46370, 'akmlv', 436.12, 'cat0');
insert into compositetest values (46371, 'QihPl', 167.6, 'cat1');
insert into compositetest values (46372, 'tFTnt', 262.56, 'cat2');
insert into compositetest values (46373, 'OHUsZ', 515.07, 'cat3');
insert into compositetest values (46374, 'vWfVs', 88.09, 'cat4');
insert into compositetest values (46375, 'FrncK', 52.48, 'cat5');
insert into compositetest values (46376, 'okOrs', 101.82, 'cat6');
insert into compositetest values (46377, 'OxsCa', 820.67, 'cat7');
insert into compositetest values (46378, 'NtAfN', 421.66, 'cat8');
insert into compositetest values (46379, 'tzaGl', 222.66, 'cat9');
insert into compositetest values (46380, 'lnZLW', 716.97, 'cat0');
insert into compositetest values (46381, 'pNjKb', 2.0, 'cat1');
insert into compositetest values (46382, 'RLNaT', 967.62, 'cat2');
insert into compositetest values (46383, 'AIZul', 565.06, 'cat3');
insert into compositetest values (46384, 'IbMXz', 782.9, 'cat4');
insert into compositetest values (46385, 'MmWcz', 879.73, 'cat5');
insert into compositetest values (46386, 'AeuEP', 549.53, 'cat6');
insert into compositetest values (46387, 'gjsQC', 607.85, 'cat7');
insert into compositetest values (46388, 'ncTLD', 228.61, 'cat8');
insert into compositetest values (46389, 'Qlnol', 170.75, 'cat9');
insert into compositetest values (46390, 'RXDlC', 527.5, 'cat0');
insert into compositetest values (46391, 'tdzNo', 564.23, 'cat1');
insert into compositetest values (46392, 'wbBpw', 189.41, 'cat2');
insert into compositetest values (46393, 'hAMjc', 511.78, 'cat3');
insert into compositetest values (46394, 'jcThV', 919.45, 'cat4');
insert into compositetest values (46395, 'GuZMI', 537.53, 'cat5');
insert into compositetest values (46396, 'uKyTI', 144.48, 'cat6');
insert into compositetest values (46397, 'ujOGZ', 213.72, 'cat7');
insert into compositetest values (46398, 'xxAJs', 345.71, 'cat8');
insert into compositetest values (46399, 'kvAEL', 85.29, 'cat9');
insert into compositetest values (46400, 'RxUgh', 776.75, 'cat0');
insert into compositetest values (46401, 'BvHAF', 404.22, 'cat1');
insert into compositetest values (46402, 'CoPGF', 438.6, 'cat2');
insert into compositetest values (46403, 'bUgka', 26.95, 'cat3');
insert into compositetest values (46404, 'FmvPR', 673.58, 'cat4');
insert into compositetest values (46405, 'niWjJ', 236.8, 'cat5');
insert into compositetest values (46406, 'tFZGf', 667.8, 'cat6');
insert into compositetest values (46407, 'tdyFY', 466.17, 'cat7');
insert into compositetest values (46408, 'RHQHM', 713.01, 'cat8');
insert into compositetest values (46409, 'QoMwm', 663.31, 'cat9');
insert into compositetest values (46410, 'ZPlCA', 696.69, 'cat0');
insert into compositetest values (46411, 'hYJqN', 752.98, 'cat1');
insert into compositetest values (46412, 'qaPrR', 665.29, 'cat2');
insert into compositetest values (46413, 'JGvWK', 721.97, 'cat3');
insert into compositetest values (46414, 'TXdYB', 41.87, 'cat4');
insert into compositetest values (46415, 'CLJgz', 64.68, 'cat5');
insert into compositetest values (46416, 'nmPxp', 689.64, 'cat6');
insert into compositetest values (46417, 'yXOjD', 215.62, 'cat7');
insert into compositetest values (46418, 'kiSwa', 505.85, 'cat8');
insert into compositetest values (46419, 'DjWjj', 480.09, 'cat9');
insert into compositetest values (46420, 'wbAqC', 959.27, 'cat0');
insert into compositetest values (46421, 'NCNWf', 527.02, 'cat1');
insert into compositetest values (46422, 'GvVke', 502.76, 'cat2');
insert into compositetest values (46423, 'MkAlK', 468.32, 'cat3');
insert into compositetest values (46424, 'qGytQ', 220.22, 'cat4');
insert into compositetest values (46425, 'KiNrn', 647.9, 'cat5');
insert into compositetest values (46426, 'YKVSx', 547.99, 'cat6');
insert into compositetest values (46427, 'EQGpZ', 502.65, 'cat7');
insert into compositetest values (46428, 'WUPoA', 214.27, 'cat8');
insert into compositetest values (46429, 'HGfAE', 374.08, 'cat9');
insert into compositetest values (46430, 'cVySK', 700.51, 'cat0');
insert into compositetest values (46431, 'Itmax', 645.72, 'cat1');
insert into compositetest values (46432, 'YBMTt', 956.27, 'cat2');
insert into compositetest values (46433, 'rStXP', 606.95, 'cat3');
insert into compositetest values (46434, 'wTaUJ', 521.62, 'cat4');
insert into compositetest values (46435, 'ycfZO', 743.75, 'cat5');
insert into compositetest values (46436, 'nPwaX', 329.22, 'cat6');
insert into compositetest values (46437, 'zSFDD', 352.78, 'cat7');
insert into compositetest values (46438, 'IPbAB', 595.94, 'cat8');
insert into compositetest values (46439, 'cyEfM', 923.04, 'cat9');
insert into compositetest values (46440, 'grgqz', 853.11, 'cat0');
insert into compositetest values (46441, 'MXzaE', 796.43, 'cat1');
insert into compositetest values (46442, 'vbqeB', 266.01, 'cat2');
insert into compositetest values (46443, 'zkILM', 190.69, 'cat3');
insert into compositetest values (46444, 'qjyfR', 810.63, 'cat4');
insert into compositetest values (46445, 'azKvS', 793.65, 'cat5');
insert into compositetest values (46446, 'vNhPb', 21.54, 'cat6');
insert into compositetest values (46447, 'WgZRG', 674.53, 'cat7');
insert into compositetest values (46448, 'skyqw', 616.44, 'cat8');
insert into compositetest values (46449, 'ckVWu', 106.96, 'cat9');
insert into compositetest values (46450, 'cabyY', 496.62, 'cat0');
insert into compositetest values (46451, 'JoMFj', 573.62, 'cat1');
insert into compositetest values (46452, 'tWItR', 405.99, 'cat2');
insert into compositetest values (46453, 'nYnqh', 322.95, 'cat3');
insert into compositetest values (46454, 'rrssZ', 986.01, 'cat4');
insert into compositetest values (46455, 'vYvRS', 265.27, 'cat5');
insert into compositetest values (46456, 'NYHnx', 550.72, 'cat6');
insert into compositetest values (46457, 'YJFkh', 302.96, 'cat7');
insert into compositetest values (46458, 'Iviym', 439.56, 'cat8');
insert into compositetest values (46459, 'OlpnH', 38.37, 'cat9');
insert into compositetest values (46460, 'wpDAo', 977.15, 'cat0');
insert into compositetest values (46461, 'sAfmI', 377.39, 'cat1');
insert into compositetest values (46462, 'jbDsk', 166.92, 'cat2');
insert into compositetest values (46463, 'JvctX', 134.1, 'cat3');
insert into compositetest values (46464, 'ZuwcK', 316.58, 'cat4');
insert into compositetest values (46465, 'xYkyA', 208.11, 'cat5');
insert into compositetest values (46466, 'FrYXI', 298.73, 'cat6');
insert into compositetest values (46467, 'EGYDm', 208.19, 'cat7');
insert into compositetest values (46468, 'gjqyK', 60.0, 'cat8');
insert into compositetest values (46469, 'lREPu', 326.76, 'cat9');
insert into compositetest values (46470, 'NGzpc', 779.02, 'cat0');
insert into compositetest values (46471, 'ooaPC', 15.38, 'cat1');
insert into compositetest values (46472, 'JEmBK', 155.67, 'cat2');
insert into compositetest values (46473, 'moLPf', 823.4, 'cat3');
insert into compositetest values (46474, 'yfuGH', 306.68, 'cat4');
insert into compositetest values (46475, 'GMTSi', 285.24, 'cat5');
insert into compositetest values (46476, 'sAzbG', 299.52, 'cat6');
insert into compositetest values (46477, 'VdHtB', 614.15, 'cat7');
insert into compositetest values (46478, 'NtnIY', 116.15, 'cat8');
insert into compositetest values (46479, 'mAnWq', 552.04, 'cat9');
insert into compositetest values (46480, 'ubngm', 917.78, 'cat0');
insert into compositetest values (46481, 'SjVVE', 160.41, 'cat1');
insert into compositetest values (46482, 'JeXRM', 93.88, 'cat2');
insert into compositetest values (46483, 'SMqEH', 888.51, 'cat3');
insert into compositetest values (46484, 'gPbkr', 578.02, 'cat4');
insert into compositetest values (46485, 'rkEbp', 630.39, 'cat5');
insert into compositetest values (46486, 'gujLq', 451.53, 'cat6');
insert into compositetest values (46487, 'SmrYa', 736.23, 'cat7');
insert into compositetest values (46488, 'xdvay', 65.4, 'cat8');
insert into compositetest values (46489, 'ihXDV', 938.11, 'cat9');
insert into compositetest values (46490, 'aSpCa', 354.21, 'cat0');
insert into compositetest values (46491, 'DWAiE', 304.39, 'cat1');
insert into compositetest values (46492, 'XZHsw', 404.13, 'cat2');
insert into compositetest values (46493, 'jWNOj', 886.6, 'cat3');
insert into compositetest values (46494, 'OKkFY', 9.44, 'cat4');
insert into compositetest values (46495, 'jGXvg', 149.74, 'cat5');
insert into compositetest values (46496, 'LQASK', 247.35, 'cat6');
insert into compositetest values (46497, 'zrbbB', 636.55, 'cat7');
insert into compositetest values (46498, 'EJGPi', 723.65, 'cat8');
insert into compositetest values (46499, 'fKtqq', 92.08, 'cat9');
insert into compositetest values (46500, 'NZEEy', 862.41, 'cat0');
insert into compositetest values (46501, 'QQsST', 815.97, 'cat1');
insert into compositetest values (46502, 'vgJYg', 789.77, 'cat2');
insert into compositetest values (46503, 'EkQsB', 993.35, 'cat3');
insert into compositetest values (46504, 'PALuu', 651.22, 'cat4');
insert into compositetest values (46505, 'Szcmc', 852.15, 'cat5');
insert into compositetest values (46506, 'jGtjB', 479.03, 'cat6');
insert into compositetest values (46507, 'bvERP', 523.51, 'cat7');
insert into compositetest values (46508, 'IvowK', 690.03, 'cat8');
insert into compositetest values (46509, 'thZuF', 324.59, 'cat9');
insert into compositetest values (46510, 'zpQBx', 969.07, 'cat0');
insert into compositetest values (46511, 'XeJdP', 989.63, 'cat1');
insert into compositetest values (46512, 'mvFNe', 596.43, 'cat2');
insert into compositetest values (46513, 'qgdLT', 141.23, 'cat3');
insert into compositetest values (46514, 'rrZhm', 591.43, 'cat4');
insert into compositetest values (46515, 'esUDV', 105.01, 'cat5');
insert into compositetest values (46516, 'jakGO', 853.17, 'cat6');
insert into compositetest values (46517, 'wBAgu', 890.41, 'cat7');
insert into compositetest values (46518, 'sCGho', 84.71, 'cat8');
insert into compositetest values (46519, 'GCmvD', 275.46, 'cat9');
insert into compositetest values (46520, 'YZNtW', 743.27, 'cat0');
insert into compositetest values (46521, 'hseql', 673.72, 'cat1');
insert into compositetest values (46522, 'sWdYP', 97.15, 'cat2');
insert into compositetest values (46523, 'dUKIu', 437.52, 'cat3');
insert into compositetest values (46524, 'PNCtM', 892.2, 'cat4');
insert into compositetest values (46525, 'qeZFN', 116.44, 'cat5');
insert into compositetest values (46526, 'Yrsdz', 847.82, 'cat6');
insert into compositetest values (46527, 'LdlWX', 180.72, 'cat7');
insert into compositetest values (46528, 'MjObO', 393.45, 'cat8');
insert into compositetest values (46529, 'LVfUD', 655.67, 'cat9');
insert into compositetest values (46530, 'ZXwwO', 964.41, 'cat0');
insert into compositetest values (46531, 'nrAjI', 3.9, 'cat1');
insert into compositetest values (46532, 'HbWdu', 604.95, 'cat2');
insert into compositetest values (46533, 'bmvJY', 977.33, 'cat3');
insert into compositetest values (46534, 'IZeDK', 997.95, 'cat4');
insert into compositetest values (46535, 'hMUFd', 877.34, 'cat5');
insert into compositetest values (46536, 'lgznJ', 388.94, 'cat6');
insert into compositetest values (46537, 'JPhdI', 65.38, 'cat7');
insert into compositetest values (46538, 'zRAQD', 282.08, 'cat8');
insert into compositetest values (46539, 'VtaEf', 84.02, 'cat9');
insert into compositetest values (46540, 'WMqnp', 271.69, 'cat0');
insert into compositetest values (46541, 'zImiY', 932.54, 'cat1');
insert into compositetest values (46542, 'ecOvL', 453.52, 'cat2');
insert into compositetest values (46543, 'AfreK', 979.85, 'cat3');
insert into compositetest values (46544, 'unfxQ', 952.23, 'cat4');
insert into compositetest values (46545, 'tqTGp', 201.42, 'cat5');
insert into compositetest values (46546, 'BYvzD', 179.18, 'cat6');
insert into compositetest values (46547, 'KyWoj', 361.18, 'cat7');
insert into compositetest values (46548, 'OohFm', 673.15, 'cat8');
insert into compositetest values (46549, 'bpJBS', 796.66, 'cat9');
insert into compositetest values (46550, 'SvpoV', 428.86, 'cat0');
insert into compositetest values (46551, 'rLUsf', 732.76, 'cat1');
insert into compositetest values (46552, 'cvJiU', 79.01, 'cat2');
insert into compositetest values (46553, 'vBLJb', 414.72, 'cat3');
insert into compositetest values (46554, 'ZYFKW', 389.76, 'cat4');
insert into compositetest values (46555, 'jydTd', 96.68, 'cat5');
insert into compositetest values (46556, 'lRAJn', 149.22, 'cat6');
insert into compositetest values (46557, 'olkVe', 223.13, 'cat7');
insert into compositetest values (46558, 'slSOi', 518.36, 'cat8');
insert into compositetest values (46559, 'ngYOi', 299.77, 'cat9');
insert into compositetest values (46560, 'RiJFs', 329.73, 'cat0');
insert into compositetest values (46561, 'wAwXw', 42.69, 'cat1');
insert into compositetest values (46562, 'JOZKI', 65.71, 'cat2');
insert into compositetest values (46563, 'IoYry', 808.51, 'cat3');
insert into compositetest values (46564, 'ZsNVr', 505.77, 'cat4');
insert into compositetest values (46565, 'iIIly', 888.23, 'cat5');
insert into compositetest values (46566, 'KHRNU', 24.04, 'cat6');
insert into compositetest values (46567, 'QjLEO', 675.94, 'cat7');
insert into compositetest values (46568, 'YgOrt', 140.28, 'cat8');
insert into compositetest values (46569, 'ZZoAu', 585.14, 'cat9');
insert into compositetest values (46570, 'YcSIC', 643.45, 'cat0');
insert into compositetest values (46571, 'uNdrs', 62.28, 'cat1');
insert into compositetest values (46572, 'zjhjH', 942.77, 'cat2');
insert into compositetest values (46573, 'witcr', 907.0, 'cat3');
insert into compositetest values (46574, 'mbfVd', 472.77, 'cat4');
insert into compositetest values (46575, 'fiASJ', 2.93, 'cat5');
insert into compositetest values (46576, 'vYami', 891.05, 'cat6');
insert into compositetest values (46577, 'ctTAb', 927.4, 'cat7');
insert into compositetest values (46578, 'tQrXK', 585.78, 'cat8');
insert into compositetest values (46579, 'yUYtE', 716.75, 'cat9');
insert into compositetest values (46580, 'rMVoQ', 725.47, 'cat0');
insert into compositetest values (46581, 'FtmHc', 146.9, 'cat1');
insert into compositetest values (46582, 'KwtFw', 738.69, 'cat2');
insert into compositetest values (46583, 'sJauV', 786.33, 'cat3');
insert into compositetest values (46584, 'NuMFF', 550.4, 'cat4');
insert into compositetest values (46585, 'GmzDK', 18.37, 'cat5');
insert into compositetest values (46586, 'lHGzp', 24.68, 'cat6');
insert into compositetest values (46587, 'dRiWC', 151.55, 'cat7');
insert into compositetest values (46588, 'zUSxf', 446.69, 'cat8');
insert into compositetest values (46589, 'JVuaR', 432.62, 'cat9');
insert into compositetest values (46590, 'UnwyY', 167.99, 'cat0');
insert into compositetest values (46591, 'dCVDh', 515.98, 'cat1');
